"Category","FriendlyName","DataName","RequiredProject","Stats","Cost"
"Weapon_Missile","Artemis Torpedo Bay","ArtemisTorpedoBay","Project_CopperheadMissileBay","DV:7.97 Range:1000 Accel:9.14 Dmg:960",""
"Weapon_Missile","Vulcan Torpedo Bay","VulcanTorpedoBay","Project_LanceheadMissileBay","DV:5.99 Range:1000 Accel:9.14 Dmg:",""
"Weapon_Missile","Athena Torpedo Bay","AthenaTorpedoBay","Project_AthenaTorpedoBay","DV:12.83 Range:1000 Accel:4.89 Dmg:1800",""
"Weapon_Missile","Ares Torpedo Bay","AresTorpedoBay","Project_AresTorpedoBay","DV:8.99 Range:1000 Accel:4.89 Dmg:",""
"Weapon_Missile","Poseidon Torpedo Bay","PoseidonTorpedoBay","Project_AresTorpedoBay","DV:18.5 Range:1000 Accel:4.89 Dmg:",""
"Weapon_Missile","Cerebrus Nuclear Torpedo Bay","CerebrusNuclearTorpedoBay","Project_CerebrusNuclearTorpedoBay","DV:6.41 Range:1000 Accel:7.47 Dmg:1129950000",""
"Weapon_Missile","Nemesis Nuclear Torpedo Bay","NemesisNuclearTorpedoBay","Project_NemesisNuclearTorpedoBay","DV:10.69 Range:1000 Accel:4.89 Dmg:4519800000",""
"Weapon_Missile","Krait Missile Pod","KraitMissilePod",,"DV:3.33 Range:800 Accel:4.46 Dmg:240",""
"Weapon_Missile","Anaconda Missile Pod","AnacondaMissilePod","Project_AnacondaMissileBay","DV:3.76 Range:800 Accel:14.94 Dmg:360",""
"Weapon_Missile","Cobra Missile Pod","CobraMissilePod","Project_AnacondaMissileBay","DV:3.45 Range:800 Accel:14.94 Dmg:450",""
"Weapon_Missile","Copperhead Missile Pod","CopperheadMissilePod","Project_CopperheadMissileBay","DV:3.68 Range:800 Accel:18.27 Dmg:720",""
"Weapon_Missile","Viper Missile Pod","ViperMissilePod","Project_ViperMissileBay","DV:5.64 Range:800 Accel:18.27 Dmg:",""
"Weapon_Missile","Lancehead Missile Pod","LanceheadMissilePod","Project_LanceheadMissileBay","DV:4.36 Range:800 Accel:18.27 Dmg:",""
"Weapon_Missile","Hera Torpedo Pod","HeraTorpedoPod","Project_AnacondaMissileBay","DV:6.22 Range:800 Accel:7.47 Dmg:540",""
"Weapon_Missile","Artemis Torpedo Pod","ArtemisTorpedoPod","Project_CopperheadMissileBay","DV:7.97 Range:800 Accel:9.14 Dmg:960",""
"Weapon_Missile","Vulcan Torpedo Pod","VulcanTorpedoPod","Project_LanceheadMissileBay","DV:5.99 Range:800 Accel:9.14 Dmg:",""
"Weapon_Missile","Cerebrus Nuclear Torpedo Pod","CerebrusNuclearTorpedoPod","Project_CerebrusNuclearTorpedoBay","DV:6.41 Range:800 Accel:7.47 Dmg:1129950000",""
"Weapon_Coilgun","Light Railgun Battery Mk1","LightRailgunBatteryMk1","Project_RailgunBatteryMk1","Range:500 Cooldown:30 Dmg: MuzzleVel:3",""
"Weapon_Coilgun","Light Railgun Battery Mk2","LightRailgunBatteryMk2","Project_RailgunBatteryMk2","Range:550 Cooldown:20 Dmg: MuzzleVel:3.3",""
"Weapon_Coilgun","Light Railgun Battery Mk3","LightRailgunBatteryMk3","Project_RailgunBatteryMk3","Range:600 Cooldown:10 Dmg: MuzzleVel:3.6",""
"Weapon_Coilgun","Railgun Battery Mk1","RailgunBatteryMk1","Project_RailgunBatteryMk1","Range:650 Cooldown:30 Dmg: MuzzleVel:3.3",""
"Weapon_Coilgun","Railgun Battery Mk2","RailgunBatteryMk2","Project_RailgunBatteryMk2","Range:700 Cooldown:20 Dmg: MuzzleVel:3.6",""
"Weapon_Coilgun","Railgun Battery Mk3","RailgunBatteryMk3","Project_RailgunBatteryMk3","Range:750 Cooldown:10 Dmg: MuzzleVel:4.32",""
"Weapon_Coilgun","Heavy Railgun Battery Mk1","HeavyRailgunBatteryMk1","Project_RailgunBatteryMk1","Range:800 Cooldown:30 Dmg: MuzzleVel:3.6",""
"Weapon_Coilgun","Heavy Railgun Battery Mk2","HeavyRailgunBatteryMk2","Project_RailgunBatteryMk2","Range:850 Cooldown:20 Dmg: MuzzleVel:4.32",""
"Weapon_Coilgun","Heavy Railgun Battery Mk3","HeavyRailgunBatteryMk3","Project_RailgunBatteryMk3","Range:900 Cooldown:10 Dmg: MuzzleVel:5.18",""
"Weapon_Coilgun","Light Rail Cannon Mk1","LightRailCannonMk1","Project_RailCannonMk1","Range:550 Cooldown:45 Dmg: MuzzleVel:3.6",""
"Weapon_Coilgun","Light Rail Cannon Mk2","LightRailCannonMk2","Project_RailCannonMk2","Range:600 Cooldown:30 Dmg: MuzzleVel:4.32",""
"Weapon_Coilgun","Light Rail Cannon Mk3","LightRailCannonMk3","Project_RailCannonMk3","Range:650 Cooldown:15 Dmg: MuzzleVel:5.18",""
"Weapon_Coilgun","Rail Cannon Mk1","RailCannonMk1","Project_RailCannonMk1","Range:700 Cooldown:45 Dmg: MuzzleVel:4.32",""
"Weapon_Coilgun","Rail Cannon Mk2","RailCannonMk2","Project_RailCannonMk2","Range:750 Cooldown:30 Dmg: MuzzleVel:5.18",""
"Weapon_Coilgun","Rail Cannon Mk3","RailCannonMk3","Project_RailCannonMk3","Range:800 Cooldown:15 Dmg: MuzzleVel:6.48",""
"Weapon_Coilgun","Heavy Rail Cannon Mk1","HeavyRailCannonMk1","Project_RailCannonMk1","Range:800 Cooldown:45 Dmg: MuzzleVel:4.75",""
"Weapon_Coilgun","Heavy Rail Cannon Mk2","HeavyRailCannonMk2","Project_RailCannonMk2","Range:850 Cooldown:30 Dmg: MuzzleVel:5.83",""
"Weapon_Coilgun","Heavy Rail Cannon Mk3","HeavyRailCannonMk3","Project_RailCannonMk3","Range:900 Cooldown:15 Dmg: MuzzleVel:7.125",""
"Weapon_Coilgun","Spinal Railgun Mk1","SpinalRailgunMk1","Project_RailCannonMk1","Range:900 Cooldown:45 Dmg: MuzzleVel:5.18",""
"Weapon_Coilgun","Spinal Railgun Mk2","SpinalRailgunMk2","Project_RailCannonMk2","Range:950 Cooldown:30 Dmg: MuzzleVel:6.48",""
"Weapon_Coilgun","Spinal Railgun Mk3","SpinalRailgunMk3","Project_RailCannonMk3","Range:1000 Cooldown:15 Dmg: MuzzleVel:7.77",""
"Weapon_Coilgun","Light Coilgun Battery Mk1","LightCoilgunBatteryMk1","Project_CoilgunBatteryMk1","Range:500 Cooldown:40 Dmg: MuzzleVel:4.5",""
"Weapon_Coilgun","Light Coilgun Battery Mk2","LightCoilgunBatteryMk2","Project_CoilgunBatteryMk2","Range:550 Cooldown:30 Dmg: MuzzleVel:5.4",""
"Weapon_Coilgun","Coilgun Battery Mk1","CoilgunBatteryMk1","Project_CoilgunBatteryMk1","Range:650 Cooldown:40 Dmg: MuzzleVel:5.4",""
"Weapon_Coilgun","Coilgun Battery Mk2","CoilgunBatteryMk2","Project_CoilgunBatteryMk2","Range:700 Cooldown:30 Dmg: MuzzleVel:6.3",""
"Weapon_Coilgun","Heavy Coilgun Battery Mk1","HeavyCoilgunBatteryMk1","Project_CoilgunBatteryMk1","Range:800 Cooldown:40 Dmg: MuzzleVel:6.3",""
"Weapon_Coilgun","Heavy Coilgun Battery Mk2","HeavyCoilgunBatteryMk2","Project_CoilgunBatteryMk2","Range:850 Cooldown:30 Dmg: MuzzleVel:7.2",""
"Weapon_Coilgun","Light Coil Cannon Mk1","LightCoilCannonMk1","Project_CoilCannonMk1","Range:550 Cooldown:48 Dmg: MuzzleVel:5.4",""
"Weapon_Coilgun","Light Coil Cannon Mk2","LightCoilCannonMk2","Project_CoilCannonMk2","Range:600 Cooldown:36 Dmg: MuzzleVel:6.3",""
"Weapon_Coilgun","Coil Cannon Mk1","CoilCannonMk1","Project_CoilCannonMk1","Range:700 Cooldown:48 Dmg: MuzzleVel:6.3",""
"Weapon_Coilgun","Coil Cannon Mk2","CoilCannonMk2","Project_CoilCannonMk2","Range:750 Cooldown:36 Dmg: MuzzleVel:7.2",""
"Weapon_Coilgun","Heavy Coil Cannon Mk1","HeavyCoilCannonMk1","Project_CoilCannonMk1","Range:800 Cooldown:48 Dmg: MuzzleVel:6.8",""
"Weapon_Coilgun","Heavy Coil Cannon Mk2","HeavyCoilCannonMk2","Project_CoilCannonMk2","Range:850 Cooldown:36 Dmg: MuzzleVel:7.7",""
"Weapon_Coilgun","Spinal Coiler Mk1","SpinalCoilerMk1","Project_CoilCannonMk1","Range:900 Cooldown:48 Dmg: MuzzleVel:7.2",""
"Weapon_Coilgun","Spinal Coiler Mk2","SpinalCoilerMk2","Project_CoilCannonMk2","Range:950 Cooldown:36 Dmg: MuzzleVel:8.1",""
"Weapon_Coilgun","Heavy Siege Coiler Mk1","HeavySiegeCoilerMk1","Project_CoilCannonMk1","Range:800 Cooldown:48 Dmg: MuzzleVel:3.4",""
"Weapon_Coilgun","Heavy Siege Coiler Mk2","HeavySiegeCoilerMk2","Project_CoilCannonMk2","Range:850 Cooldown:36 Dmg: MuzzleVel:3.8",""
"Weapon_Coilgun","Spinal Siege Coiler Mk1","SpinalSiegeCoilerMk1","Project_CoilCannonMk1","Range:900 Cooldown:48 Dmg: MuzzleVel:3.6",""
"Weapon_Coilgun","Spinal Siege Coiler Mk2","SpinalSiegeCoilerMk2","Project_CoilCannonMk2","Range:950 Cooldown:36 Dmg: MuzzleVel:4.1",""
